number,value,datetime_start,datetime_complete,duration,params_episode_length,params_epsilon_max,params_epsilon_min,params_gamma,params_learning_rate,params_num_episodes,user_attrs_base_seed,user_attrs_collective_reward_mean,user_attrs_collective_reward_std,user_attrs_individual_reward_agent0_mean,user_attrs_individual_reward_agent0_std,user_attrs_num_episodes_mean,user_attrs_num_parallel_runs,user_attrs_run_0_collective_reward,user_attrs_run_0_individual_rewards,user_attrs_run_0_seed,user_attrs_run_0_total_individual_rewards,user_attrs_run_0_training_time_per_episode,user_attrs_run_0_training_time_total,user_attrs_run_1_collective_reward,user_attrs_run_1_individual_rewards,user_attrs_run_1_seed,user_attrs_run_1_total_individual_rewards,user_attrs_run_1_training_time_per_episode,user_attrs_run_1_training_time_total,user_attrs_run_2_collective_reward,user_attrs_run_2_individual_rewards,user_attrs_run_2_seed,user_attrs_run_2_total_individual_rewards,user_attrs_run_2_training_time_per_episode,user_attrs_run_2_training_time_total,user_attrs_run_3_collective_reward,user_attrs_run_3_individual_rewards,user_attrs_run_3_seed,user_attrs_run_3_total_individual_rewards,user_attrs_run_3_training_time_per_episode,user_attrs_run_3_training_time_total,user_attrs_run_4_collective_reward,user_attrs_run_4_individual_rewards,user_attrs_run_4_seed,user_attrs_run_4_total_individual_rewards,user_attrs_run_4_training_time_per_episode,user_attrs_run_4_training_time_total,user_attrs_run_5_collective_reward,user_attrs_run_5_individual_rewards,user_attrs_run_5_seed,user_attrs_run_5_total_individual_rewards,user_attrs_run_5_training_time_per_episode,user_attrs_run_5_training_time_total,user_attrs_total_individual_reward_agent0_mean,user_attrs_total_individual_reward_agent0_std,user_attrs_training_time_per_episode_mean,user_attrs_training_time_per_episode_std,user_attrs_training_time_total_mean,user_attrs_training_time_total_std,state
347,15.588333333333333,2025-06-13 16:50:32.696804,2025-06-13 16:50:36.050667,0 days 00:00:03.353863,47,0.816057588341803,0.19474525658663144,0.9424727435906483,0.04374895042458838,424,3476232.0,15.588333333333333,2.504665091828092,0.7436666666666666,0.15705696065086996,420.0,6.0,11.129999999999999,"[0.4119999999999998, 0.7010000000000001]",3476232.0,"[4.119999999999998, 7.010000000000001]",0.006178597041538784,2.595010757446289,13.95,"[0.6970000000000001, 0.698]",3477232.0,"[6.970000000000001, 6.9799999999999995]",0.005255845047178722,2.2074549198150635,18.19,"[0.8399999999999999, 0.9790000000000001]",3478232.0,"[8.399999999999999, 9.790000000000001]",0.004998510792141869,2.099374532699585,15.270000000000001,"[0.833, 0.6940000000000001]",3479232.0,"[8.33, 6.94]",0.005378273555210658,2.2588748931884766,18.18,"[0.8400000000000001, 0.978]",3480232.0,"[8.4, 9.78]",0.005137306735629127,2.1576688289642334,16.81,"[0.8400000000000001, 0.841]",3481232.0,"[8.4, 8.41]",0.004991760708036877,2.0965394973754883,7.4366666666666665,1.5705696065086994,0.0053233823132893395,0.00040601828306383053,2.2358205715815225,0.17052767888680878,COMPLETE
348,16.831666666666667,2025-06-13 16:50:36.132516,2025-06-13 16:50:39.282156,0 days 00:00:03.149640,45,0.7991420425289454,0.1859064927852166,0.9386306977225987,0.045283675263119154,408,3486236.0,16.831666666666667,1.4308787121516942,0.8191666666666667,0.09707457041997265,400.0,6.0,16.79,"[0.8460000000000001, 0.833]",3486236.0,"[8.46, 8.33]",0.004968295693397522,1.9873182773590088,16.82,"[0.7, 0.9819999999999999]",3487236.0,"[7.0, 9.819999999999999]",0.005688397288322449,2.2753589153289795,16.8,"[0.8400000000000001, 0.8400000000000001]",3488236.0,"[8.4, 8.4]",0.005351862907409668,2.140745162963867,19.720000000000002,"[0.984, 0.9879999999999999]",3489236.0,"[9.84, 9.879999999999999]",0.004533914923667908,1.813565969467163,15.500000000000002,"[0.7029999999999998, 0.8470000000000001]",3490236.0,"[7.0299999999999985, 8.47]",0.005220338702201843,2.0881354808807373,15.36,"[0.842, 0.6939999999999998]",3491236.0,"[8.42, 6.939999999999999]",0.005679280161857605,2.271712064743042,8.191666666666668,0.9707457041997265,0.005240348279476166,0.0004040020014215047,2.0961393117904663,0.16160080056860193,COMPLETE
349,16.796666666666667,2025-06-13 16:50:39.388007,2025-06-13 16:50:42.962719,0 days 00:00:03.574712,44,0.870152241638284,0.15290232520687153,0.9704605694345213,0.05757541562671738,416,3496239.0,16.796666666666667,3.1050746994056166,0.9089999999999999,0.15839928451016871,410.0,6.0,11.270000000000001,"[0.9870000000000001, 0.13999999999999985]",3496239.0,"[9.870000000000001, 1.3999999999999986]",0.004769694514390899,1.9555747509002686,19.46,"[0.9730000000000001, 0.9729999999999999]",3497239.0,"[9.73, 9.729999999999999]",0.005387147461495748,2.208730459213257,19.639999999999997,"[0.986, 0.9780000000000001]",3498239.0,"[9.86, 9.780000000000001]",0.004436395807964046,1.8189222812652588,18.23,"[0.9780000000000001, 0.8450000000000001]",3499239.0,"[9.780000000000001, 8.450000000000001]",0.004906683433346632,2.011740207672119,18.22,"[0.975, 0.8470000000000001]",3500239.0,"[9.75, 8.47]",0.005379067397699123,2.2054176330566406,13.96,"[0.5549999999999997, 0.841]",3501239.0,"[5.549999999999997, 8.41]",0.006525171675333162,2.6753203868865967,9.09,1.583992845101687,0.005234026715038268,0.0006671470542121944,2.14595095316569,0.27353029222699976,COMPLETE
350,16.74333333333333,2025-06-13 16:50:43.038571,2025-06-13 16:50:46.880759,0 days 00:00:03.842188,46,0.8338669045945705,0.1676871655250158,0.9651230934932843,0.041140022468882216,443,3506243.0,16.74333333333333,2.1653688420733825,0.8144999999999999,0.15195147251672164,440.0,6.0,16.759999999999998,"[0.696, 0.9800000000000001]",3506243.0,"[6.959999999999999, 9.8]",0.005530904097990556,2.4335978031158447,19.58,"[0.9850000000000001, 0.9730000000000001]",3507243.0,"[9.850000000000001, 9.73]",0.005196325887333263,2.2863833904266357,16.509999999999998,"[0.82, 0.8310000000000001]",3508243.0,"[8.2, 8.31]",0.005905548550865867,2.5984413623809814,12.54,"[0.5579999999999999, 0.696]",3509243.0,"[5.579999999999999, 6.959999999999999]",0.0062704872001301155,2.759014368057251,16.79,"[0.844, 0.835]",3510243.0,"[8.44, 8.35]",0.006194656545465643,2.725648880004883,18.279999999999998,"[0.984, 0.844]",3511243.0,"[9.84, 8.44]",0.004959924654527144,2.1823668479919434,8.145000000000001,1.5195147251672165,0.005676307822718766,0.0004897304679591938,2.4975754419962564,0.21548140590204534,COMPLETE
351,14.446666666666665,2025-06-13 16:50:50.069560,2025-06-13 16:50:53.679306,0 days 00:00:03.609746,31,0.8049850245951723,0.19001700051336415,0.9399368461125212,0.08663277902447095,435,3516250.0,14.446666666666665,4.761658207902883,0.7868333333333334,0.22906070277451687,430.0,6.0,14.510000000000002,"[0.8480000000000001, 0.603]",3516250.0,"[8.48, 6.029999999999999]",0.005403426636097043,2.3234734535217285,8.079999999999998,"[0.46799999999999997, 0.33999999999999997]",3517250.0,"[4.68, 3.3999999999999995]",0.005546696241511855,2.3850793838500977,8.069999999999999,"[0.471, 0.33599999999999997]",3518250.0,"[4.71, 3.3599999999999994]",0.00599333408266999,2.5771336555480957,19.580000000000002,"[0.982, 0.976]",3519250.0,"[9.82, 9.76]",0.004728763602500738,2.0333683490753174,18.14,"[0.9739999999999999, 0.8400000000000001]",3520250.0,"[9.739999999999998, 8.4]",0.005609869402508403,2.4122438430786133,18.299999999999997,"[0.9780000000000001, 0.852]",3521250.0,"[9.780000000000001, 8.52]",0.005141015939934309,2.210636854171753,7.868333333333333,2.2906070277451684,0.005403850984203723,0.000394791947970825,2.323655923207601,0.16976053762745472,COMPLETE
352,15.523333333333332,2025-06-13 16:50:53.793899,2025-06-13 16:50:57.497995,0 days 00:00:03.704096,45,0.8158481688364434,0.19860476772507904,0.9367243080921515,0.05150140817093001,453,3526253.0,15.523333333333332,4.2750308640861165,0.7421666666666668,0.23943086452855017,450.0,6.0,19.61,"[0.975, 0.9860000000000001]",3526253.0,"[9.75, 9.860000000000001]",0.005235167079501682,2.355825185775757,9.679999999999998,"[0.41399999999999987, 0.5539999999999999]",3527253.0,"[4.139999999999999, 5.539999999999999]",0.0058894417021009655,2.6502487659454346,16.639999999999997,"[0.837, 0.827]",3528253.0,"[8.37, 8.27]",0.005465248425801595,2.4593617916107178,19.49,"[0.9760000000000002, 0.9730000000000001]",3529253.0,"[9.760000000000002, 9.73]",0.0053226449754503035,2.3951902389526367,9.6,"[0.4119999999999998, 0.5479999999999999]",3530253.0,"[4.119999999999998, 5.4799999999999995]",0.006184304025438097,2.7829368114471436,18.119999999999997,"[0.8390000000000001, 0.9730000000000001]",3531253.0,"[8.39, 9.73]",0.005559982723659939,2.5019922256469727,7.421666666666666,2.394308645285501,0.0056094648219920966,0.0003302621268535887,2.524259169896444,0.1486179570841149,COMPLETE
353,15.798333333333334,2025-06-13 16:50:57.582353,2025-06-13 16:51:00.934237,0 days 00:00:03.351884,47,0.7903432802441354,0.18326699190702322,0.9328915417907739,0.002000291558910183,370,3536257.0,15.798333333333334,2.160658978696598,0.7920000000000001,0.10833897421211501,370.0,6.0,16.79,"[0.843, 0.836]",3536257.0,"[8.43, 8.36]",0.005836100191683383,2.1593570709228516,13.93,"[0.698, 0.6950000000000001]",3537257.0,"[6.9799999999999995, 6.950000000000001]",0.005428557782559781,2.008566379547119,13.76,"[0.6890000000000001, 0.687]",3538257.0,"[6.890000000000001, 6.870000000000001]",0.006726106437476905,2.488659381866455,19.700000000000003,"[0.9879999999999999, 0.982]",3539257.0,"[9.879999999999999, 9.82]",0.0049822008287584455,1.843414306640625,16.66,"[0.833, 0.8330000000000002]",3540257.0,"[8.33, 8.330000000000002]",0.005266306851361249,1.948533535003662,13.950000000000001,"[0.7010000000000001, 0.694]",3541257.0,"[7.010000000000001, 6.9399999999999995]",0.005461857125565813,2.0208871364593506,7.919999999999999,1.0833897421211502,0.005616854869567597,0.0005573235610762039,2.0782363017400107,0.20620971759819545,COMPLETE
354,17.058333333333334,2025-06-13 16:51:01.009459,2025-06-13 16:51:04.381236,0 days 00:00:03.371777,44,0.7637594450696512,0.0881728569226733,0.9606677516500003,0.07705094819347205,458,3546261.0,17.058333333333334,1.922449970451478,0.7713333333333333,0.13758714410228245,450.0,6.0,14.04,"[0.5619999999999998, 0.842]",3546261.0,"[5.619999999999998, 8.42]",0.0058613904317220055,2.6376256942749023,19.68,"[0.99, 0.9780000000000001]",3547261.0,"[9.9, 9.780000000000001]",0.004371208084954156,1.9670436382293701,18.31,"[0.844, 0.9870000000000001]",3548261.0,"[8.44, 9.870000000000001]",0.0046840731302897134,2.107832908630371,15.299999999999999,"[0.692, 0.8379999999999999]",3549261.0,"[6.92, 8.379999999999999]",0.004945479498969184,2.225465774536133,16.759999999999998,"[0.698, 0.9780000000000001]",3550261.0,"[6.9799999999999995, 9.780000000000001]",0.005418944358825684,2.4385249614715576,18.259999999999998,"[0.842, 0.984]",3551261.0,"[8.42, 9.84]",0.004331719080607096,1.9492735862731934,7.713333333333334,1.3758714410228245,0.004935469097561307,0.0005533659667775641,2.220961093902588,0.24901468504990382,COMPLETE
355,16.505,2025-06-13 16:51:04.459302,2025-06-13 16:51:07.959820,0 days 00:00:03.500518,47,0.8034837724560813,0.027091868825946913,0.9418665162499609,0.0619343890557307,449,3556264.0,16.505,1.304374051668717,0.8621666666666665,0.15476263186642394,440.0,6.0,15.33,"[0.5479999999999998, 0.985]",3556264.0,"[5.479999999999999, 9.85]",0.00572801720012318,2.520327568054199,18.109999999999996,"[0.984, 0.827]",3557264.0,"[9.84, 8.27]",0.005297994071787054,2.3311173915863037,16.86,"[0.842, 0.844]",3558264.0,"[8.42, 8.44]",0.00396583459594033,1.7449672222137451,18.23,"[0.9840000000000002, 0.8389999999999999]",3559264.0,"[9.840000000000002, 8.389999999999999]",0.005047040635889227,2.2206978797912598,15.25,"[0.9810000000000001, 0.5439999999999999]",3560264.0,"[9.81, 5.4399999999999995]",0.005599622834812511,2.463834047317505,15.249999999999998,"[0.834, 0.6910000000000001]",3561264.0,"[8.34, 6.91]",0.006287792054089633,2.7666285037994385,8.621666666666668,1.547626318664239,0.00532105023210699,0.0007176392808209736,2.341262102127075,0.31576128356122835,COMPLETE
356,15.979999999999997,2025-06-13 16:51:11.355951,2025-06-13 16:51:15.035804,0 days 00:00:03.679853,49,0.7755781140880096,0.09932171299104793,0.9375160964971089,0.026407336429037465,456,3566271.0,15.979999999999997,2.175116855098441,0.7641666666666667,0.21978050919547495,450.0,6.0,15.37,"[0.842, 0.695]",3566271.0,"[8.42, 6.949999999999999]",0.0045708221859402124,2.0568699836730957,15.280000000000001,"[0.834, 0.6939999999999998]",3567271.0,"[8.34, 6.939999999999999]",0.00482625855339898,2.171816349029541,18.15,"[0.99, 0.825]",3568271.0,"[9.9, 8.25]",0.0051293049918280705,2.308187246322632,13.87,"[0.5479999999999999, 0.8390000000000001]",3569271.0,"[5.4799999999999995, 8.39]",0.00558565616607666,2.513545274734497,13.639999999999997,"[0.39499999999999985, 0.969]",3570271.0,"[3.9499999999999984, 9.69]",0.005924092398749458,2.665841579437256,19.569999999999997,"[0.976, 0.9810000000000001]",3571271.0,"[9.76, 9.81]",0.004378478791978624,1.9703154563903809,7.641666666666665,2.1978050919547494,0.005069102181328667,0.0005455390784633763,2.2810959815979004,0.24549258530851933,COMPLETE
357,16.065,2025-06-13 16:51:15.173049,2025-06-13 16:51:18.525774,0 days 00:00:03.352725,37,0.7405063088186141,0.18938730514641489,0.9686469254377241,0.09802708151866753,464,3576275.0,16.065,1.478960783793809,0.8683333333333333,0.09001049321545172,460.0,6.0,18.349999999999998,"[0.845, 0.99]",3576275.0,"[8.45, 9.9]",0.005171615662782089,2.3789432048797607,14.28,"[0.9789999999999999, 0.44899999999999984]",3577275.0,"[9.79, 4.489999999999998]",0.005494969305784806,2.5276858806610107,14.270000000000001,"[0.712, 0.715]",3578275.0,"[7.119999999999999, 7.1499999999999995]",0.00521284704623015,2.397909641265869,16.830000000000002,"[0.9719999999999999, 0.711]",3579275.0,"[9.719999999999999, 7.109999999999999]",0.005449290379233983,2.506673574447632,16.95,"[0.8470000000000001, 0.8479999999999999]",3580275.0,"[8.47, 8.479999999999999]",0.00514533519744873,2.366854190826416,15.71,"[0.8550000000000001, 0.716]",3581275.0,"[8.55, 7.16]",0.005215627214182978,2.39918851852417,8.683333333333332,0.9001049321545175,0.005281614134277122,0.0001374715429390132,2.4295425017674765,0.06323690975194603,COMPLETE
358,16.995,2025-06-13 16:51:18.616184,2025-06-13 16:51:22.121825,0 days 00:00:03.505641,46,0.8193984710672021,0.1922262526972746,0.9350272614808063,0.07087510855800591,431,3586278.0,16.995,1.5215096669645798,0.8866666666666666,0.07003015223617773,430.0,6.0,16.87,"[0.99, 0.697]",3586278.0,"[9.9, 6.97]",0.005711123000743778,2.455782890319824,15.26,"[0.835, 0.691]",3587278.0,"[8.35, 6.909999999999999]",0.005533085312954215,2.3792266845703125,15.360000000000001,"[0.841, 0.695]",3588278.0,"[8.41, 6.949999999999999]",0.00552755122961,2.3768470287323,16.66,"[0.8309999999999998, 0.835]",3589278.0,"[8.309999999999999, 8.35]",0.005974982505620912,2.569242477416992,19.52,"[0.9810000000000001, 0.9710000000000001]",3590278.0,"[9.81, 9.71]",0.005135852791542231,2.208416700363159,18.3,"[0.842, 0.9880000000000001]",3591278.0,"[8.42, 9.88]",0.005021204504855843,2.1591179370880127,8.866666666666667,0.7003015223617772,0.005483966557554496,0.00032463849078969933,2.3581056197484336,0.13959455103957075,COMPLETE
359,15.37,2025-06-13 16:51:22.195905,2025-06-13 16:51:24.754544,0 days 00:00:02.558639,43,0.8342488952061006,0.03106786123671412,0.9317054879695558,0.034139645714241704,235,3596282.0,15.37,1.933089065028648,0.794,0.15485261810293477,230.0,6.0,14.060000000000002,"[0.7040000000000001, 0.7020000000000001]",3596282.0,"[7.040000000000001, 7.0200000000000005]",0.007620614507923956,1.7527413368225098,13.999999999999996,"[0.5599999999999998, 0.8400000000000001]",3597282.0,"[5.599999999999998, 8.4]",0.00763729655224344,1.7565782070159912,16.77,"[0.983, 0.6940000000000001]",3598282.0,"[9.83, 6.94]",0.007720830129540485,1.7757909297943115,16.729999999999997,"[0.9810000000000002, 0.6919999999999998]",3599282.0,"[9.810000000000002, 6.919999999999998]",0.007421036388563073,1.7068383693695068,18.07,"[0.8350000000000002, 0.9720000000000001]",3600282.0,"[8.350000000000001, 9.72]",0.007122268884078316,1.6381218433380127,12.59,"[0.701, 0.5579999999999999]",3601282.0,"[7.01, 5.579999999999999]",0.007845939760622771,1.8045661449432373,7.94,1.5485261810293478,0.007561331037162007,0.00023387515830127517,1.7391061385472615,0.05379128640929327,COMPLETE
360,12.520000000000001,2025-06-13 16:51:24.829614,2025-06-13 16:51:28.735767,0 days 00:00:03.906153,36,0.7850875541385395,0.08600350815610716,0.971805991475162,0.08079180026332372,445,3606284.0,12.520000000000001,2.4754797514825277,0.5594999999999999,0.17849346393262322,440.0,6.0,8.96,"[0.1809999999999999, 0.7150000000000001]",3606284.0,"[1.8099999999999992, 7.15]",0.00656683011488481,2.8894052505493164,10.399999999999999,"[0.587, 0.45299999999999996]",3607284.0,"[5.869999999999999, 4.529999999999999]",0.005663078481500799,2.4917545318603516,13.04,"[0.5859999999999997, 0.718]",3608284.0,"[5.859999999999998, 7.18]",0.005225904421372847,2.2993979454040527,11.599999999999998,"[0.5809999999999997, 0.5789999999999998]",3609284.0,"[5.809999999999997, 5.789999999999998]",0.005423556674610485,2.3863649368286133,15.559999999999999,"[0.7049999999999998, 0.8509999999999998]",3610284.0,"[7.049999999999999, 8.509999999999998]",0.005812442844564264,2.5574748516082764,15.559999999999999,"[0.717, 0.8390000000000001]",3611284.0,"[7.17, 8.39]",0.005845554308457808,2.5720438957214355,5.594999999999999,1.7849346393262322,0.005756227807565169,0.00042205948008318845,2.5327402353286743,0.18570617123660293,COMPLETE
361,15.655,2025-06-13 16:51:32.050204,2025-06-13 16:51:35.874162,0 days 00:00:03.823958,35,0.8944820862226539,0.1980592959913443,0.9390505141418346,0.05588366626866963,466,3616292.0,15.655,2.1579523473268196,0.7174999999999999,0.1510537983633646,460.0,6.0,14.170000000000002,"[0.8390000000000001, 0.578]",3616292.0,"[8.39, 5.779999999999999]",0.00609313560568768,2.802842378616333,11.769999999999998,"[0.45599999999999996, 0.721]",3617292.0,"[4.56, 7.21]",0.006007016741711161,2.763227701187134,18.299999999999997,"[0.851, 0.9789999999999999]",3618292.0,"[8.51, 9.79]",0.005052399635314941,2.324103832244873,15.68,"[0.587, 0.9810000000000001]",3619292.0,"[5.869999999999999, 9.81]",0.00502348049827244,2.3108010292053223,16.99,"[0.8550000000000001, 0.844]",3620292.0,"[8.55, 8.44]",0.005347039906874947,2.4596383571624756,17.02,"[0.717, 0.985]",3621292.0,"[7.17, 9.85]",0.005224593825962232,2.403313159942627,7.175,1.510537983633646,0.005457944368970568,0.00043299846791145733,2.510654409726461,0.19917929523927036,COMPLETE
362,14.36,2025-06-13 16:51:36.004975,2025-06-13 16:51:39.885271,0 days 00:00:03.880296,46,0.5387977924973035,0.01603712458270439,0.9459650796189014,0.08793531876558677,458,3626296.0,14.36,2.3981520663488665,0.7651666666666667,0.10836422636440285,450.0,6.0,13.850000000000001,"[0.836, 0.5489999999999999]",3626296.0,"[8.36, 5.489999999999999]",0.005636285675896539,2.5363285541534424,13.86,"[0.692, 0.694]",3627296.0,"[6.92, 6.9399999999999995]",0.005182603730095757,2.332171678543091,18.180000000000003,"[0.9779999999999998, 0.8400000000000001]",3628296.0,"[9.779999999999998, 8.4]",0.0043250815073649085,1.946286678314209,12.57,"[0.698, 0.5589999999999999]",3629296.0,"[6.9799999999999995, 5.59]",0.006584409607781304,2.962984323501587,11.049999999999999,"[0.6950000000000001, 0.41]",3630296.0,"[6.950000000000001, 4.1]",0.006650334464179145,2.9926505088806152,16.65,"[0.692, 0.9730000000000001]",3631296.0,"[6.92, 9.73]",0.0054762517081366644,2.464313268661499,7.651666666666666,1.0836422636440282,0.005642494448909053,0.0008039172005886134,2.5391225020090737,0.3617627402648761,COMPLETE
363,15.698333333333332,2025-06-13 16:51:40.019956,2025-06-13 16:51:43.144850,0 days 00:00:03.124894,21,0.7965051717886518,0.1943816057561793,0.9361775893429597,0.06618032457224474,437,3636300.0,15.698333333333332,2.4785843854013834,0.8226666666666665,0.13056628797494224,430.0,6.0,17.25,"[0.9719999999999999, 0.753]",3636300.0,"[9.719999999999999, 7.53]",0.00493169718010481,2.1206297874450684,18.439999999999998,"[0.982, 0.8619999999999999]",3637300.0,"[9.82, 8.62]",0.004639213029728379,1.9948616027832031,13.71,"[0.742, 0.6290000000000001]",3638300.0,"[7.42, 6.290000000000001]",0.004978965604028036,2.1409552097320557,13.76,"[0.744, 0.632]",3639300.0,"[7.4399999999999995, 6.32]",0.004743750150813613,2.0398125648498535,18.61,"[0.8719999999999999, 0.9890000000000001]",3640300.0,"[8.719999999999999, 9.89]",0.004098267887913904,1.7622551918029785,12.42,"[0.624, 0.618]",3641300.0,"[6.24, 6.18]",0.0052521733350532,2.258434534072876,8.226666666666667,1.3056628797494225,0.004774011197940324,0.0003585213859465619,2.0528248151143393,0.1541641959570217,COMPLETE
364,14.498333333333333,2025-06-13 16:51:43.223994,2025-06-13 16:51:46.857254,0 days 00:00:03.633260,36,0.8077983421555779,0.08378592631194222,0.9401310404644495,0.04930318505613457,470,3646303.0,14.498333333333333,1.8919515204030883,0.7373333333333334,0.11527888888353421,470.0,6.0,14.360000000000001,"[0.718, 0.718]",3646303.0,"[7.18, 7.18]",0.004860526957410447,2.28444766998291,13.009999999999998,"[0.586, 0.7149999999999999]",3647303.0,"[5.859999999999999, 7.149999999999999]",0.005627601197425355,2.644972562789917,16.849999999999998,"[0.8430000000000002, 0.842]",3648303.0,"[8.430000000000001, 8.42]",0.005515945718643513,2.592494487762451,11.709999999999997,"[0.5879999999999999, 0.583]",3649303.0,"[5.879999999999999, 5.83]",0.004769662085999834,2.241741180419922,16.91,"[0.8479999999999999, 0.843]",3650303.0,"[8.479999999999999, 8.43]",0.00519640750073372,2.4423115253448486,14.15,"[0.8409999999999999, 0.574]",3651303.0,"[8.409999999999998, 5.739999999999999]",0.00554607776885337,2.606656551361084,7.373333333333332,1.152788888835342,0.005252703538177706,0.00033818483569555985,2.468770662943522,0.1589468727769132,COMPLETE
365,14.569999999999999,2025-06-13 16:51:46.994841,2025-06-13 16:51:50.291038,0 days 00:00:03.296197,19,0.8517288554103294,0.16156163324222964,0.9343648159797563,0.09938870264821126,450,3656307.0,14.569999999999999,1.2624051119457127,0.7300000000000001,0.12285492799775412,450.0,6.0,12.6,"[0.515, 0.7450000000000001]",3656307.0,"[5.15, 7.450000000000001]",0.005033426814609104,2.2650420665740967,15.02,"[0.8690000000000001, 0.633]",3657307.0,"[8.690000000000001, 6.33]",0.004847521252102322,2.181384563446045,16.12,"[0.7510000000000001, 0.861]",3658307.0,"[7.510000000000002, 8.61]",0.004562927881876628,2.0533175468444824,13.91,"[0.6379999999999999, 0.753]",3659307.0,"[6.379999999999999, 7.53]",0.004813541306389703,2.166093587875366,13.780000000000001,"[0.752, 0.626]",3660307.0,"[7.52, 6.26]",0.004751830101013183,2.1383235454559326,15.99,"[0.8550000000000001, 0.744]",3661307.0,"[8.55, 7.4399999999999995]",0.0047723388671875,2.147552490234375,7.3,1.228549279977541,0.0047969310371964065,0.0001391413367712241,2.158618966738383,0.06261360154705084,COMPLETE
366,16.33,2025-06-13 16:51:53.784931,2025-06-13 16:51:57.741431,0 days 00:00:03.956500,45,0.8222465020612203,0.17493768708916663,0.9658516412938187,0.07536128103233335,462,3666313.0,16.33,2.9862964800345373,0.7949999999999999,0.1950316213677499,460.0,6.0,14.07,"[0.844, 0.563]",3666313.0,"[8.44, 5.629999999999999]",0.0057802827461906105,2.6589300632476807,16.869999999999997,"[0.842, 0.845]",3667313.0,"[8.42, 8.45]",0.004996868838434634,2.2985596656799316,19.52,"[0.9840000000000002, 0.968]",3668313.0,"[9.840000000000002, 9.68]",0.0053610786147739575,2.4660961627960205,19.49,"[0.9800000000000001, 0.969]",3669313.0,"[9.8, 9.69]",0.005073868191760519,2.333979368209839,11.079999999999998,"[0.4129999999999999, 0.695]",3670313.0,"[4.129999999999999, 6.949999999999999]",0.006565354181372601,3.0200629234313965,16.950000000000003,"[0.7070000000000001, 0.9880000000000001]",3671313.0,"[7.07, 9.88]",0.005589643768642259,2.5712361335754395,7.949999999999999,1.950316213677499,0.0055611827235290965,0.0005249035523933072,2.5581440528233848,0.24145563410092133,COMPLETE
367,15.181666666666667,2025-06-13 16:51:57.848823,2025-06-13 16:52:01.169291,0 days 00:00:03.320468,30,0.794060415587915,0.07786233401955465,0.9635631807657683,0.0602708295066861,321,3676318.0,15.181666666666667,1.620796272069861,0.8338333333333335,0.046322840538502746,320.0,6.0,13.219999999999999,"[0.852, 0.4699999999999999]",3676318.0,"[8.52, 4.699999999999999]",0.006840202957391739,2.1888649463653564,13.309999999999999,"[0.7310000000000001, 0.6]",3677318.0,"[7.3100000000000005, 6.0]",0.006546876579523087,2.0950005054473877,14.449999999999998,"[0.845, 0.6]",3678318.0,"[8.45, 6.0]",0.007357887178659439,2.3545238971710205,17.03,"[0.8530000000000001, 0.85]",3679318.0,"[8.530000000000001, 8.5]",0.006200122833251953,1.984039306640625,15.920000000000002,"[0.8620000000000001, 0.7300000000000001]",3680318.0,"[8.620000000000001, 7.300000000000001]",0.00670136883854866,2.1444380283355713,17.16,"[0.86, 0.8559999999999999]",3681318.0,"[8.6, 8.559999999999999]",0.005352374166250229,1.7127597332000732,8.338333333333335,0.4632284053850276,0.006499805425604184,0.0006193311484502292,2.079937736193339,0.1981859675040733,COMPLETE
368,16.063333333333333,2025-06-13 16:52:01.261942,2025-06-13 16:52:05.292036,0 days 00:00:04.030094,37,0.8106487010077005,0.03360158927976606,0.9375178822456309,0.04086918576133099,476,3686321.0,16.063333333333333,1.8100890094750088,0.7813333333333334,0.10177371413527606,470.0,6.0,18.319999999999997,"[0.985, 0.8469999999999999]",3686321.0,"[9.85, 8.469999999999999]",0.00515663725264529,2.423619508743286,15.719999999999999,"[0.716, 0.8560000000000001]",3687321.0,"[7.16, 8.56]",0.005676858475867738,2.668123483657837,15.51,"[0.712, 0.8389999999999999]",3688321.0,"[7.119999999999999, 8.389999999999999]",0.0067599134242281,3.177159309387207,18.18,"[0.8399999999999999, 0.9780000000000001]",3689321.0,"[8.399999999999999, 9.780000000000001]",0.0052061999097783515,2.446913957595825,12.98,"[0.717, 0.581]",3690321.0,"[7.17, 5.81]",0.005585448792640199,2.6251609325408936,15.670000000000002,"[0.718, 0.8489999999999999]",3691321.0,"[7.18, 8.489999999999998]",0.005005585386397991,2.3526251316070557,7.813333333333333,1.0177371413527603,0.005565107206926279,0.0005844072270637578,2.6156003872553506,0.27467139671996615,COMPLETE
