number,value,datetime_start,datetime_complete,duration,params_episode_length,params_epsilon_max,params_epsilon_min,params_gamma,params_learning_rate,params_num_episodes,user_attrs_base_seed,user_attrs_collective_reward_mean,user_attrs_collective_reward_std,user_attrs_individual_reward_agent0_mean,user_attrs_individual_reward_agent0_std,user_attrs_num_episodes_mean,user_attrs_num_parallel_runs,user_attrs_run_0_collective_reward,user_attrs_run_0_individual_rewards,user_attrs_run_0_seed,user_attrs_run_0_total_individual_rewards,user_attrs_run_0_training_time_per_episode,user_attrs_run_0_training_time_total,user_attrs_run_1_collective_reward,user_attrs_run_1_individual_rewards,user_attrs_run_1_seed,user_attrs_run_1_total_individual_rewards,user_attrs_run_1_training_time_per_episode,user_attrs_run_1_training_time_total,user_attrs_run_2_collective_reward,user_attrs_run_2_individual_rewards,user_attrs_run_2_seed,user_attrs_run_2_total_individual_rewards,user_attrs_run_2_training_time_per_episode,user_attrs_run_2_training_time_total,user_attrs_run_3_collective_reward,user_attrs_run_3_individual_rewards,user_attrs_run_3_seed,user_attrs_run_3_total_individual_rewards,user_attrs_run_3_training_time_per_episode,user_attrs_run_3_training_time_total,user_attrs_run_4_collective_reward,user_attrs_run_4_individual_rewards,user_attrs_run_4_seed,user_attrs_run_4_total_individual_rewards,user_attrs_run_4_training_time_per_episode,user_attrs_run_4_training_time_total,user_attrs_run_5_collective_reward,user_attrs_run_5_individual_rewards,user_attrs_run_5_seed,user_attrs_run_5_total_individual_rewards,user_attrs_run_5_training_time_per_episode,user_attrs_run_5_training_time_total,user_attrs_total_individual_reward_agent0_mean,user_attrs_total_individual_reward_agent0_std,user_attrs_training_time_per_episode_mean,user_attrs_training_time_per_episode_std,user_attrs_training_time_total_mean,user_attrs_training_time_total_std,state
101,15.284999999999998,2025-06-13 16:30:34.482678,2025-06-13 16:30:37.667786,0 days 00:00:03.185108,27,0.87693101230626,0.12280509267894901,0.9721688632427592,0.03265184035632388,464,1015034.0,15.284999999999998,3.7587309471859425,0.794,0.18391664778734237,460.0,6.0,18.43,"[0.9810000000000001, 0.8620000000000001]",1015034.0,"[9.81, 8.620000000000001]",0.004066590122554613,1.870631456375122,18.41,"[0.859, 0.982]",1016034.0,"[8.59, 9.82]",0.004125407467717709,1.8976874351501465,15.91,"[0.851, 0.74]",1017034.0,"[8.51, 7.4]",0.0043752426686494246,2.0126116275787354,8.489999999999998,"[0.48999999999999994, 0.3589999999999999]",1018034.0,"[4.8999999999999995, 3.589999999999999]",0.005229616683462392,2.4056236743927,18.279999999999998,"[0.976, 0.8520000000000001]",1019034.0,"[9.76, 8.520000000000001]",0.004461456381756326,2.05226993560791,12.19,"[0.607, 0.6119999999999999]",1020034.0,"[6.07, 6.119999999999999]",0.004934436341990595,2.269840717315674,7.939999999999999,1.8391664778734234,0.004532124944355178,0.000420336582806328,2.0847774744033813,0.1933548280909108,COMPLETE
102,16.543333333333333,2025-06-13 16:30:37.739026,2025-06-13 16:30:41.015489,0 days 00:00:03.276463,26,0.9860885254626744,0.16510447884504628,0.9656534483602686,0.08120514386838651,480,1025037.0,16.543333333333333,1.7909742848206636,0.7951666666666667,0.15501765132468698,480.0,6.0,19.49,"[0.977, 0.9720000000000002]",1025037.0,"[9.77, 9.720000000000002]",0.004396711786588033,2.110421657562256,16.05,"[0.8620000000000001, 0.743]",1026037.0,"[8.620000000000001, 7.43]",0.004382657011349996,2.103675365447998,13.49,"[0.49000000000000005, 0.859]",1027037.0,"[4.9, 8.59]",0.00534743070602417,2.5667667388916016,17.16,"[0.8640000000000001, 0.852]",1028037.0,"[8.64, 8.52]",0.004711138705412547,2.2613465785980225,15.98,"[0.8549999999999999, 0.743]",1029037.0,"[8.549999999999999, 7.43]",0.004698428014914195,2.2552454471588135,17.09,"[0.7229999999999999, 0.9860000000000001]",1030037.0,"[7.229999999999999, 9.860000000000001]",0.004884630441665649,2.3446226119995117,7.951666666666665,1.5501765132468697,0.004736832777659098,0.0003260705068865263,2.273679733276367,0.15651384330553267,COMPLETE
103,16.568333333333335,2025-06-13 16:30:41.079877,2025-06-13 16:30:44.493087,0 days 00:00:03.413210,33,0.7482833829129601,0.10121696468541744,0.9052015994273832,0.0999228350057003,451,1035041.0,16.568333333333335,2.3551108725964958,0.8511666666666667,0.12919419061586665,450.0,6.0,18.39,"[0.9829999999999999, 0.8559999999999999]",1035041.0,"[9.829999999999998, 8.559999999999999]",0.004058666229248047,1.826399803161621,18.28,"[0.9770000000000001, 0.851]",1036041.0,"[9.770000000000001, 8.51]",0.005518733130560981,2.4834299087524414,17.03,"[0.724, 0.9790000000000001]",1037041.0,"[7.24, 9.790000000000001]",0.00429441769917806,1.932487964630127,11.829999999999998,"[0.724, 0.45899999999999996]",1038041.0,"[7.24, 4.59]",0.004826082653469509,2.1717371940612793,15.510000000000002,"[0.718, 0.833]",1039041.0,"[7.18, 8.33]",0.004957304530673557,2.2307870388031006,18.37,"[0.9809999999999999, 0.8560000000000001]",1040041.0,"[9.809999999999999, 8.56]",0.004956878026326497,2.230595111846924,8.511666666666668,1.2919419061586663,0.004768680378242776,0.0004771297445161268,2.145906170209249,0.21470838503225703,COMPLETE
104,15.893333333333336,2025-06-13 16:30:44.563397,2025-06-13 16:30:48.052704,0 days 00:00:03.489307,28,0.838107589141809,0.06021397547745018,0.9956644483685658,0.0658275196202046,492,1045044.0,15.893333333333336,2.87895621517398,0.7721666666666667,0.13986948281244996,490.0,6.0,15.910000000000002,"[0.7270000000000001, 0.8640000000000001]",1045044.0,"[7.270000000000001, 8.64]",0.004751684714336784,2.3283255100250244,17.080000000000002,"[0.8540000000000001, 0.8540000000000001]",1046044.0,"[8.540000000000001, 8.540000000000001]",0.004395196875747369,2.153646469116211,9.66,"[0.4779999999999999, 0.4880000000000001]",1047044.0,"[4.779999999999999, 4.880000000000001]",0.00542666668794593,2.659066677093506,17.139999999999997,"[0.8579999999999999, 0.8559999999999999]",1048044.0,"[8.579999999999998, 8.559999999999999]",0.004105523167824259,2.0117063522338867,17.169999999999998,"[0.8560000000000001, 0.861]",1049044.0,"[8.56, 8.61]",0.004296793743055694,2.10542893409729,18.400000000000002,"[0.8600000000000001, 0.9800000000000001]",1050044.0,"[8.600000000000001, 9.8]",0.004233627903218172,2.0744776725769043,7.721666666666668,1.3986948281244993,0.004534915515354701,0.0004460165037092883,2.2221086025238037,0.2185480868175513,COMPLETE
105,14.671666666666667,2025-06-13 16:30:48.119636,2025-06-13 16:30:51.416311,0 days 00:00:03.296675,39,0.8544832210435873,0.18152437029949542,0.9737032997268653,0.004822663609529589,406,1055048.0,14.671666666666667,3.162474857168389,0.7593333333333333,0.16914655052810137,400.0,6.0,19.55,"[0.9860000000000001, 0.969]",1055048.0,"[9.860000000000001, 9.69]",0.0047567814588546755,1.9027125835418701,14.23,"[0.7110000000000001, 0.7120000000000001]",1056048.0,"[7.110000000000001, 7.120000000000001]",0.005257353186607361,2.1029412746429443,15.679999999999998,"[0.858, 0.7100000000000002]",1057048.0,"[8.58, 7.100000000000001]",0.0057603508234024044,2.304140329360962,8.829999999999998,"[0.44499999999999995, 0.4379999999999999]",1058048.0,"[4.449999999999999, 4.379999999999999]",0.005619069933891297,2.2476279735565186,15.499999999999996,"[0.8439999999999998, 0.706]",1059048.0,"[8.439999999999998, 7.06]",0.005217549204826355,2.087019681930542,14.240000000000002,"[0.712, 0.712]",1060048.0,"[7.119999999999999, 7.119999999999999]",0.005111923217773437,2.044769287109375,7.593333333333333,1.6914655052810144,0.005287171304225922,0.00032960005928477185,2.1148685216903687,0.13184002371390874,COMPLETE
106,16.650000000000002,2025-06-13 16:30:52.567214,2025-06-13 16:30:55.987396,0 days 00:00:03.420182,41,0.8169157512204114,0.03984772382064711,0.9501938615630042,0.006091564922031396,438,1065052.0,16.650000000000002,1.6779551046834744,0.8454999999999999,0.08057036262381682,430.0,6.0,15.46,"[0.843, 0.703]",1065052.0,"[8.43, 7.029999999999999]",0.00469000450400419,2.0167019367218018,19.659999999999997,"[0.986, 0.9800000000000001]",1066052.0,"[9.86, 9.8]",0.004213020967882733,1.8115990161895752,16.96,"[0.8469999999999999, 0.849]",1067052.0,"[8.469999999999999, 8.49]",0.0044445869534514675,1.9111723899841309,16.8,"[0.842, 0.8380000000000001]",1068052.0,"[8.42, 8.38]",0.005494830774706463,2.3627772331237793,14.15,"[0.8480000000000001, 0.567]",1069052.0,"[8.48, 5.67]",0.005356006289637366,2.3030827045440674,16.869999999999997,"[0.7069999999999999, 0.9800000000000001]",1070052.0,"[7.0699999999999985, 9.8]",0.005824456104012422,2.504516124725342,8.455,0.8057036262381682,0.005003817598949107,0.0005880979586397049,2.151641567548116,0.2528821222150732,COMPLETE
107,14.926666666666668,2025-06-13 16:30:56.118550,2025-06-13 16:31:00.353992,0 days 00:00:04.235442,43,0.8176265934338584,0.0663755709751565,0.9499766118420864,0.005974554962476022,472,1075056.0,14.926666666666668,2.7708522555744883,0.7681666666666666,0.10754443526075885,470.0,6.0,16.69,"[0.8309999999999998, 0.8380000000000001]",1075056.0,"[8.309999999999999, 8.38]",0.005178209568591828,2.433758497238159,16.76,"[0.8390000000000001, 0.837]",1076056.0,"[8.39, 8.37]",0.005663992496246988,2.662076473236084,16.8,"[0.8399999999999999, 0.8400000000000001]",1077056.0,"[8.399999999999999, 8.4]",0.004966040367775775,2.3340389728546143,9.749999999999998,"[0.5549999999999999, 0.4199999999999998]",1078056.0,"[5.549999999999999, 4.199999999999998]",0.007174785593722729,3.3721492290496826,12.629999999999999,"[0.702, 0.561]",1079056.0,"[7.02, 5.61]",0.00622053805817949,2.9236528873443604,16.93,"[0.842, 0.851]",1080056.0,"[8.42, 8.51]",0.005314458684718355,2.497795581817627,7.6816666666666675,1.075444352607589,0.005753004128205861,0.0007516644235720783,2.7039119402567544,0.3532822790788767,COMPLETE
108,16.166666666666668,2025-06-13 16:31:00.482847,2025-06-13 16:31:03.719615,0 days 00:00:03.236768,40,0.7611184074230127,0.03874979309112073,0.9625973795150649,0.008320032961733151,437,1085060.0,16.166666666666668,1.6092717469574733,0.7731666666666666,0.1672856007617579,430.0,6.0,16.93,"[0.8480000000000001, 0.8450000000000001]",1085060.0,"[8.48, 8.450000000000001]",0.004755179272141567,2.044727087020874,14.189999999999998,"[0.5669999999999998, 0.852]",1086060.0,"[5.669999999999998, 8.52]",0.005334665054498717,2.2939059734344482,15.599999999999998,"[0.5749999999999998, 0.985]",1087060.0,"[5.749999999999998, 9.85]",0.005057788449664449,2.174849033355713,17.75,"[0.953, 0.8220000000000001]",1088060.0,"[9.53, 8.22]",0.004767721198325934,2.0501201152801514,14.239999999999998,"[0.712, 0.712]",1089060.0,"[7.119999999999999, 7.119999999999999]",0.004366951765016068,1.8777892589569092,18.29,"[0.9840000000000002, 0.845]",1090060.0,"[9.840000000000002, 8.45]",0.004301315130189408,1.8495655059814453,7.7316666666666665,1.6728560076175791,0.004763936811639357,0.0003614292175604337,2.0484928290049234,0.1554145635509865,COMPLETE
109,16.205000000000002,2025-06-13 16:31:03.829513,2025-06-13 16:31:07.405049,0 days 00:00:03.575536,41,0.8233738230722538,0.1953162310782201,0.9687419046539835,0.03883120094728805,486,1095064.0,16.205000000000002,2.860726888980026,0.7763333333333332,0.17196382048429715,480.0,6.0,9.979999999999999,"[0.43599999999999983, 0.562]",1095064.0,"[4.3599999999999985, 5.620000000000001]",0.005706022679805756,2.7388908863067627,18.37,"[0.9860000000000001, 0.851]",1096064.0,"[9.860000000000001, 8.51]",0.004024178783098856,1.9316058158874512,16.89,"[0.7089999999999999, 0.9800000000000001]",1097064.0,"[7.089999999999998, 9.8]",0.004505484799544017,2.162632703781128,16.94,"[0.8469999999999999, 0.8469999999999999]",1098064.0,"[8.469999999999999, 8.469999999999999]",0.005183259646097819,2.487964630126953,16.759999999999998,"[0.8379999999999999, 0.8379999999999999]",1099064.0,"[8.379999999999999, 8.379999999999999]",0.004356777667999268,2.0912532806396484,18.290000000000003,"[0.842, 0.9870000000000001]",1100064.0,"[8.42, 9.870000000000001]",0.004186899960041046,2.009711980819702,7.763333333333333,1.7196382048429715,0.004660437256097793,0.0005932781745257713,2.237009882926941,0.2847735237723702,COMPLETE
110,15.686666666666666,2025-06-13 16:31:07.478436,2025-06-13 16:31:10.184864,0 days 00:00:02.706428,29,0.7761264026128771,0.08090035940678444,0.9536027160845768,0.0022636070535927842,380,1105067.0,15.686666666666666,1.3594565907825906,0.8555000000000001,0.10703387314303824,380.0,6.0,13.379999999999997,"[0.728, 0.6099999999999999]",1105067.0,"[7.279999999999999, 6.099999999999999]",0.0046346369542573625,1.7611620426177979,15.92,"[0.858, 0.734]",1106067.0,"[8.58, 7.34]",0.004715537397485031,1.7919042110443115,14.64,"[0.9810000000000001, 0.483]",1107067.0,"[9.81, 4.83]",0.004648133328086452,1.7662906646728516,17.220000000000002,"[0.99, 0.732]",1108067.0,"[9.9, 7.32]",0.004409807606747276,1.6757268905639648,15.77,"[0.719, 0.8580000000000002]",1109067.0,"[7.1899999999999995, 8.580000000000002]",0.004774737358093262,1.8144001960754395,17.189999999999998,"[0.8570000000000002, 0.8619999999999999]",1110067.0,"[8.570000000000002, 8.62]",0.004317424171849301,1.6406211853027344,8.555,1.0703387314303827,0.00458337946941978,0.00016419671296424496,1.7416841983795166,0.062394750926413,COMPLETE
111,15.159999999999998,2025-06-13 16:31:11.191193,2025-06-13 16:31:14.671019,0 days 00:00:03.479826,45,0.8445432591874165,0.04318792015417224,0.9574998565231673,0.003504125872268103,458,1115071.0,15.159999999999998,1.2601322681898641,0.7708333333333334,0.1090526121751434,450.0,6.0,15.450000000000001,"[0.701, 0.844]",1115071.0,"[7.01, 8.44]",0.005005585352579753,2.2525134086608887,15.37,"[0.5559999999999998, 0.9810000000000001]",1116071.0,"[5.559999999999999, 9.81]",0.00575874858432346,2.5914368629455566,15.47,"[0.844, 0.7030000000000001]",1117071.0,"[8.44, 7.030000000000001]",0.005437307887607151,2.4467885494232178,16.779999999999998,"[0.845, 0.8329999999999999]",1118071.0,"[8.45, 8.329999999999998]",0.004890069431728787,2.200531244277954,15.309999999999997,"[0.835, 0.696]",1119071.0,"[8.35, 6.959999999999999]",0.005541079309251573,2.493485689163208,12.58,"[0.8440000000000001, 0.41399999999999987]",1120071.0,"[8.440000000000001, 4.139999999999999]",0.005630524423387315,2.533735990524292,7.708333333333333,1.0905261217514337,0.005377219164813006,0.00032031640772702853,2.419748624165853,0.14414238347716285,COMPLETE
112,16.886666666666667,2025-06-13 16:31:14.802064,2025-06-13 16:31:17.608872,0 days 00:00:02.806808,21,0.982656969013239,0.06986145561572907,0.9399649093824195,0.0026190816235901857,398,1125074.0,16.886666666666667,0.8688050542107956,0.8638333333333333,0.06871539533143614,390.0,6.0,16.14,"[0.8650000000000002, 0.7489999999999999]",1125074.0,"[8.650000000000002, 7.489999999999998]",0.004913168687086839,1.9161357879638672,17.259999999999998,"[0.8630000000000001, 0.8629999999999999]",1126074.0,"[8.63, 8.629999999999999]",0.00476220265412942,1.8572590351104736,17.23,"[0.8630000000000001, 0.8600000000000001]",1127074.0,"[8.63, 8.600000000000001]",0.004843376233027531,1.8889167308807373,16.13,"[0.744, 0.869]",1128074.0,"[7.4399999999999995, 8.69]",0.004574767748514811,1.7841594219207764,16.09,"[0.982, 0.627]",1129074.0,"[9.82, 6.27]",0.0049556316473545175,1.9326963424682617,18.470000000000002,"[0.866, 0.9810000000000001]",1130074.0,"[8.66, 9.81]",0.004750496913225223,1.852693796157837,8.638333333333334,0.6871539533143616,0.004799940647223058,0.00012484563796582578,1.8719768524169922,0.04868979880667208,COMPLETE
113,15.533333333333331,2025-06-13 16:31:17.689151,2025-06-13 16:31:20.645589,0 days 00:00:02.956438,21,0.9747985764176522,0.04807207332114104,0.9368079356653554,0.0027814861994287605,387,1135077.0,15.533333333333331,3.021691946943337,0.765,0.20857372797166962,380.0,6.0,18.569999999999997,"[0.9850000000000001, 0.8719999999999999]",1135077.0,"[9.850000000000001, 8.719999999999999]",0.004025688924287495,1.529761791229248,14.950000000000003,"[0.625, 0.8699999999999999]",1136077.0,"[6.25, 8.7]",0.0047167476854826276,1.7923641204833984,14.87,"[0.7430000000000001, 0.744]",1137077.0,"[7.4300000000000015, 7.4399999999999995]",0.004890163948661402,1.858262300491333,19.59,"[0.9800000000000001, 0.9789999999999999]",1138077.0,"[9.8, 9.79]",0.004325692277205618,1.6437630653381348,10.24,"[0.3949999999999999, 0.6289999999999999]",1139077.0,"[3.9499999999999993, 6.289999999999999]",0.004997569008877403,1.899076223373413,14.98,"[0.8619999999999999, 0.6359999999999999]",1140077.0,"[8.62, 6.359999999999999]",0.004874922727283679,1.8524706363677979,7.6499999999999995,2.0857372797166955,0.004638464095299704,0.0003482503363656021,1.7626163562138875,0.1323351278189288,COMPLETE
114,16.275000000000002,2025-06-13 16:31:20.779396,2025-06-13 16:31:23.750114,0 days 00:00:02.970718,24,0.9906367335491637,0.06986983327562238,0.9291715370401865,0.004480322393371462,400,1145081.0,16.275000000000002,2.903749013488139,0.7615,0.2138860678024635,400.0,6.0,13.6,"[0.6159999999999999, 0.744]",1145081.0,"[6.159999999999998, 7.4399999999999995]",0.005127277970314026,2.0509111881256104,17.31,"[0.742, 0.9890000000000001]",1146081.0,"[7.42, 9.89]",0.004693683981895447,1.8774735927581787,11.29,"[0.382, 0.747]",1147081.0,"[3.8200000000000003, 7.47]",0.0049685114622116085,1.9874045848846436,17.26,"[0.861, 0.865]",1148081.0,"[8.61, 8.65]",0.0047581464052200316,1.9032585620880127,18.53,"[0.984, 0.869]",1149081.0,"[9.84, 8.69]",0.004655466079711914,1.8621864318847656,19.660000000000004,"[0.984, 0.982]",1150081.0,"[9.84, 9.82]",0.004597156047821045,1.838862419128418,7.614999999999999,2.138860678024635,0.004800040324529012,0.00018734883468376646,1.9200161298116047,0.07493953387350658,COMPLETE
115,14.549999999999999,2025-06-13 16:31:23.819461,2025-06-13 16:31:26.479810,0 days 00:00:02.660349,21,0.9623563628938582,0.054740331023126414,0.9424201328543202,0.001640790410274519,359,1155083.0,14.549999999999999,2.217941989021956,0.6691666666666668,0.17717356524668748,350.0,6.0,10.239999999999998,"[0.392, 0.632]",1155083.0,"[3.92, 6.32]",0.005206766128540039,1.8223681449890137,16.05,"[0.6289999999999999, 0.9760000000000002]",1156083.0,"[6.289999999999999, 9.760000000000002]",0.005055804252624512,1.769531488418579,17.34,"[0.8690000000000001, 0.865]",1157083.0,"[8.690000000000001, 8.65]",0.005110588754926409,1.7887060642242432,14.96,"[0.866, 0.6300000000000001]",1158083.0,"[8.66, 6.300000000000001]",0.004881431715829032,1.7085011005401611,13.780000000000001,"[0.511, 0.867]",1159083.0,"[5.11, 8.67]",0.004906960896083287,1.7174363136291504,14.929999999999998,"[0.748, 0.7449999999999999]",1160083.0,"[7.48, 7.449999999999999]",0.005089199202401297,1.781219720840454,6.691666666666667,1.7717356524668748,0.005041791825067429,0.00011422790812062952,1.7646271387736003,0.03997976784222036,COMPLETE
116,15.368333333333334,2025-06-13 16:31:27.535956,2025-06-13 16:31:30.470370,0 days 00:00:02.934414,18,0.9802750961472905,0.07431542760534456,0.9473682907547621,0.002500745533575229,410,1165087.0,15.368333333333334,2.84197945492613,0.8093333333333335,0.14521095765203887,410.0,6.0,17.270000000000003,"[0.9840000000000002, 0.7430000000000001]",1165087.0,"[9.840000000000002, 7.4300000000000015]",0.0044015500603652585,1.8046355247497559,18.43,"[0.985, 0.858]",1166087.0,"[9.85, 8.58]",0.004513685877730207,1.8506112098693848,17.22,"[0.861, 0.8610000000000001]",1167087.0,"[8.61, 8.610000000000001]",0.004400218986883396,1.8040897846221924,10.42,"[0.641, 0.40099999999999997]",1168087.0,"[6.41, 4.01]",0.004682708949577518,1.9199106693267822,12.73,"[0.6340000000000001, 0.639]",1169087.0,"[6.340000000000002, 6.390000000000001]",0.004752347527480707,1.9484624862670898,16.14,"[0.751, 0.8629999999999999]",1170087.0,"[7.51, 8.629999999999999]",0.004297854842209235,1.7621204853057861,8.093333333333334,1.4521095765203884,0.00450806104070772,0.0001619519279898394,1.8483050266901653,0.06640029047583415,COMPLETE
117,15.279999999999996,2025-06-13 16:31:30.571836,2025-06-13 16:31:33.949767,0 days 00:00:03.377931,42,0.9995268197745271,0.0617394583228964,0.9647045001446547,0.0012089615142619956,418,1175090.0,15.279999999999996,2.057344566830424,0.7536666666666667,0.0685557356381571,410.0,6.0,14.1,"[0.7030000000000001, 0.7070000000000001]",1175090.0,"[7.030000000000001, 7.07]",0.0057958568014749665,2.3763012886047363,16.959999999999997,"[0.7040000000000001, 0.9920000000000002]",1176090.0,"[7.040000000000001, 9.920000000000002]",0.005557009650439751,2.278373956680298,16.97,"[0.8540000000000001, 0.843]",1177090.0,"[8.540000000000001, 8.43]",0.004993221236438286,2.0472207069396973,11.309999999999999,"[0.711, 0.41999999999999993]",1178090.0,"[7.109999999999999, 4.199999999999999]",0.0062075417216231185,2.5450921058654785,16.869999999999997,"[0.8469999999999999, 0.8400000000000001]",1179090.0,"[8.469999999999999, 8.4]",0.005458119438915718,2.2378289699554443,15.47,"[0.7030000000000001, 0.844]",1180090.0,"[7.030000000000001, 8.44]",0.005788642022667862,2.3733432292938232,7.536666666666666,0.685557356381571,0.0056333984785932835,0.00037115105288757167,2.309693376223246,0.15217193168390442,COMPLETE
118,16.063333333333333,2025-06-13 16:31:34.020793,2025-06-13 16:31:36.814461,0 days 00:00:02.793668,23,0.7041026715154335,0.08781977315307693,0.9217710694112975,0.050646331197989156,431,1185094.0,16.063333333333333,1.5422674505055503,0.824,0.11266765285564442,430.0,6.0,17.25,"[0.865, 0.8600000000000001]",1185094.0,"[8.65, 8.600000000000001]",0.004361813567405524,1.875579833984375,16.039999999999996,"[0.7430000000000001, 0.861]",1186094.0,"[7.4300000000000015, 8.61]",0.004375318593757097,1.8813869953155518,18.51,"[0.9880000000000001, 0.8630000000000001]",1187094.0,"[9.88, 8.63]",0.004375066868094511,1.8812787532806396,15.97,"[0.857, 0.7400000000000001]",1188094.0,"[8.57, 7.400000000000001]",0.004439172633858614,1.908844232559204,13.72,"[0.628, 0.744]",1189094.0,"[6.28, 7.4399999999999995]",0.00451507291128469,1.941481351852417,14.889999999999999,"[0.8629999999999999, 0.6260000000000001]",1190094.0,"[8.629999999999999, 6.260000000000002]",0.004605180718177973,1.9802277088165283,8.24,1.1266765285564442,0.004445270882096401,8.875783269408082e-05,1.9114664793014526,0.038165868058454726,COMPLETE
119,14.745,2025-06-13 16:31:36.883266,2025-06-13 16:31:40.038559,0 days 00:00:03.155293,37,0.8052505432375164,0.05754401661432866,0.9399369546753071,0.0018897050989524062,448,1195097.0,14.745,3.1670425215543503,0.7598333333333334,0.27455140178520715,440.0,6.0,15.729999999999999,"[0.8539999999999999, 0.719]",1195097.0,"[8.54, 7.1899999999999995]",0.0042394600131294945,1.8653624057769775,11.649999999999999,"[0.3159999999999999, 0.849]",1196097.0,"[3.159999999999999, 8.49]",0.005281416394493797,2.3238232135772705,16.990000000000002,"[0.9870000000000001, 0.712]",1197097.0,"[9.870000000000001, 7.119999999999999]",0.003782929615540938,1.6644890308380127,14.18,"[0.9730000000000001, 0.44499999999999984]",1198097.0,"[9.73, 4.449999999999998]",0.005241590738296509,2.306299924850464,19.66,"[0.984, 0.982]",1199097.0,"[9.84, 9.82]",0.004258703643625432,1.8738296031951904,10.259999999999998,"[0.445, 0.581]",1200097.0,"[4.45, 5.81]",0.005372771349820224,2.3640193939208984,7.598333333333334,2.7455140178520714,0.004696145292484399,0.0006233986594763568,2.0663039286931357,0.2742954101695969,COMPLETE
120,15.353333333333333,2025-06-13 16:31:40.114341,2025-06-13 16:31:43.200927,0 days 00:00:03.086586,31,0.9566573304287043,0.05255123882486324,0.9518083511523436,0.003132633179901754,394,1205100.0,15.353333333333333,1.1987447138106133,0.7483333333333332,0.11474706483779396,390.0,6.0,15.72,"[0.852, 0.7200000000000001]",1205100.0,"[8.52, 7.200000000000001]",0.0050410234011136566,1.9659991264343262,14.510000000000002,"[0.5979999999999999, 0.8530000000000001]",1206100.0,"[5.979999999999999, 8.530000000000001]",0.005011264483133952,1.9543931484222412,15.86,"[0.732, 0.8539999999999999]",1207100.0,"[7.32, 8.54]",0.005200884892390324,2.0283451080322266,17.02,"[0.851, 0.851]",1208100.0,"[8.51, 8.51]",0.005125218782669459,1.9988353252410889,15.79,"[0.859, 0.7200000000000001]",1209100.0,"[8.59, 7.200000000000001]",0.005417167223416842,2.1126952171325684,13.219999999999999,"[0.5980000000000001, 0.724]",1210100.0,"[5.98, 7.24]",0.0054018607506385215,2.1067256927490234,7.483333333333334,1.1474706483779396,0.005199569922227126,0.00016041400790544415,2.027832269668579,0.06256146308312321,COMPLETE
121,15.918333333333331,2025-06-13 16:31:44.237940,2025-06-13 16:31:47.338887,0 days 00:00:03.100947,20,0.908291386840351,0.0362558567732658,0.9705917313102475,0.007828647221880964,465,1215104.0,15.918333333333331,1.5327797913884726,0.8046666666666665,0.13020581997574288,460.0,6.0,18.35,"[0.8569999999999999, 0.9780000000000001]",1215104.0,"[8.569999999999999, 9.780000000000001]",0.004339151278786037,1.9960095882415771,17.229999999999997,"[0.9790000000000001, 0.744]",1216104.0,"[9.790000000000001, 7.4399999999999995]",0.004318715178448221,1.9866089820861816,16.23,"[0.8710000000000001, 0.752]",1217104.0,"[8.71, 7.52]",0.00430177294689676,1.9788155555725098,13.799999999999999,"[0.63, 0.7500000000000001]",1218104.0,"[6.3, 7.500000000000001]",0.004566198328266973,2.1004512310028076,14.99,"[0.63, 0.8690000000000001]",1219104.0,"[6.3, 8.690000000000001]",0.0045364286588585895,2.086757183074951,14.909999999999998,"[0.861, 0.6299999999999999]",1220104.0,"[8.61, 6.299999999999999]",0.004435459945512855,2.040311574935913,8.046666666666665,1.3020581997574288,0.004416287722794906,0.00010476853422253277,2.0314923524856567,0.04819352574236508,COMPLETE
122,16.20833333333333,2025-06-13 16:31:47.471062,2025-06-13 16:31:51.188988,0 days 00:00:03.717926,40,0.969938982897771,0.029967349728351154,0.9922639997674915,0.006345050579000877,444,1225107.0,16.20833333333333,2.1989271373912227,0.7526666666666665,0.1706122960268561,440.0,6.0,16.86,"[0.705, 0.9810000000000001]",1225107.0,"[7.05, 9.81]",0.005324398929422552,2.342735528945923,14.159999999999997,"[0.707, 0.7089999999999999]",1226107.0,"[7.069999999999999, 7.089999999999998]",0.005613390424034812,2.4698917865753174,12.799999999999999,"[0.4349999999999998, 0.8450000000000001]",1227107.0,"[4.349999999999998, 8.450000000000001]",0.006009052016518333,2.6439828872680664,16.88,"[0.845, 0.843]",1228107.0,"[8.45, 8.43]",0.005520102110776034,2.428844928741455,16.899999999999995,"[0.841, 0.849]",1229107.0,"[8.41, 8.49]",0.004937226663936268,2.172379732131958,19.65,"[0.983, 0.982]",1230107.0,"[9.83, 9.82]",0.0048505983569405295,2.134263277053833,7.526666666666666,1.706122960268561,0.005375794750271421,0.0003977239059241942,2.3653496901194253,0.17499851860664548,COMPLETE
